subject	Name	Domain	Acceleration	Instrument	Jerk	Magnitude	Variable	count	average
4	tBodyGyro-mean()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	317	-0.0289417906907571
4	tBodyGyro-mean()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	317	-0.0787229907785489
4	tBodyGyro-mean()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	317	0.0957174866009464
4	tBodyGyro-std()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	317	-0.701397703369085
4	tBodyGyro-std()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	317	-0.79823574873817
4	tBodyGyro-std()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	317	-0.726374197066246
4	tBodyGyroJerk-mean()-X	Time2	NA	Accelerometer2	fJerk2	NA	SD2	317	-0.107859315713249
4	tBodyGyroJerk-mean()-Y	Time3	NA	Accelerometer3	fJerk2	NA	SD3	317	-0.0400427574662461
4	tBodyGyroJerk-mean()-Z	Time4	NA	Accelerometer4	fJerk2	NA	SD4	317	-0.0578089304000631
4	tBodyGyroJerk-std()-X	Time2	NA	Accelerometer2	fJerk2	NA	SD2	317	-0.723788617823344
4	tBodyGyroJerk-std()-Y	Time3	NA	Accelerometer3	fJerk2	NA	SD3	317	-0.902502592618297
4	tBodyGyroJerk-std()-Z	Time4	NA	Accelerometer4	fJerk2	NA	SD4	317	-0.748369141315457
4	tBodyGyroJerkMag-mean()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	317	-0.819191368044164
4	tBodyGyroJerkMag-std()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	317	-0.844187064164038
4	tBodyGyroMag-mean()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	317	-0.656291093847319
4	tBodyGyroMag-std()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	317	-0.706738493542587
4	tGravityAcc-mean()-X	Time2	Gravity	Accelerometer2	fJerk1	NA	SD2	317	0.706593043123028
4	tGravityAcc-mean()-Y	Time3	Gravity	Accelerometer3	fJerk1	NA	SD3	317	0.112591195496986
4	tGravityAcc-mean()-Z	Time4	Gravity	Accelerometer4	fJerk1	NA	SD4	317	0.164130896618297
4	tGravityAcc-std()-X	Time2	Gravity	Accelerometer2	fJerk1	NA	SD2	317	-0.962636979274448
4	tGravityAcc-std()-Y	Time3	Gravity	Accelerometer3	fJerk1	NA	SD3	317	-0.941416800167192
4	tGravityAcc-std()-Z	Time4	Gravity	Accelerometer4	fJerk1	NA	SD4	317	-0.941403426072555
4	tGravityAccMag-mean()	Time1	Gravity	Accelerometer1	fJerk1	Magnitude	SD1	317	-0.56158213510694
4	tGravityAccMag-std()	Time1	Gravity	Accelerometer1	fJerk1	Magnitude	SD1	317	-0.606556049548896
5	NA	Time1	NA	Accelerometer1	fJerk1	NA	SD1	149490	-0.48809327741891
5	fBodyAcc-mean()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	302	-0.55123770513245
5	fBodyAcc-mean()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	302	-0.440232431795033
5	fBodyAcc-mean()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	302	-0.696171811490066
5	fBodyAcc-std()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	302	-0.492829885748675
5	fBodyAcc-std()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	302	-0.422162171100331
5	fBodyAcc-std()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	302	-0.649351210748344
5	fBodyAccJerk-mean()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	302	-0.604769869438742
5	fBodyAccJerk-mean()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	302	-0.550991969857417
5	fBodyAccJerk-mean()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	302	-0.768762357980132
5	fBodyAccJerk-std()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	302	-0.584013626983444
5	fBodyAccJerk-std()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	302	-0.491500434303907
5	fBodyAccJerk-std()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	302	-0.798835563807947
5	fBodyAccMag-mean()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	302	-0.528503022745033
5	fBodyAccMag-std()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	302	-0.594259529756954
5	fBodyBodyAccJerkMag-mean()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	302	-0.573176177044172
5	fBodyBodyAccJerkMag-std()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	302	-0.613485123609272
5	fBodyBodyGyroJerkMag-mean()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	302	-0.748829309536424
5	fBodyBodyGyroJerkMag-std()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	302	-0.735610602483444
5	fBodyBodyGyroMag-mean()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	302	-0.677355755703311
5	fBodyBodyGyroMag-std()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	302	-0.715731148145695
5	fBodyGyro-mean()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	302	-0.632239300829801
5	fBodyGyro-mean()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	302	-0.71706218781457
5	fBodyGyro-mean()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	302	-0.537329127293278
5	fBodyGyro-std()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	302	-0.73573857718543
5	fBodyGyro-std()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	302	-0.702290390960265
5	fBodyGyro-std()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	302	-0.669353687483444
5	tBodyAcc-mean()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	302	0.279177960301325
5	tBodyAcc-mean()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	302	-0.0154833455336192
5	tBodyAcc-mean()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	302	-0.105661736816887
5	tBodyAcc-std()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	302	-0.507691011391722
5	tBodyAcc-std()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	302	-0.402724906078146
5	tBodyAcc-std()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	302	-0.646443640175497
5	tBodyAccJerk-mean()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	302	0.0841019899622517
5	tBodyAccJerk-mean()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	302	0.0017656830384106
5	tBodyAccJerk-mean()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	302	-0.0029537113427351
5	tBodyAccJerk-std()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	302	-0.575890535679801
5	tBodyAccJerk-std()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	302	-0.506544358609603
5	tBodyAccJerk-std()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	302	-0.78456199486755
5	tBodyAccJerkMag-mean()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	302	-0.589313870006622
5	tBodyAccJerkMag-std()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	302	-0.589031268133113
5	tBodyAccMag-mean()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	302	-0.460866415568709
5	tBodyAccMag-std()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	302	-0.52162345171192
5	tBodyGyro-mean()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	302	-0.0294516873643046
5	tBodyGyro-mean()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	302	-0.0774316445596026
5	tBodyGyro-mean()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	302	0.0866267116745033
5	tBodyGyro-std()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	302	-0.709955676983444
5	tBodyGyro-std()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	302	-0.705638306688742
5	tBodyGyro-std()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	302	-0.606589817380795
5	tBodyGyroJerk-mean()-X	Time2	NA	Accelerometer2	fJerk2	NA	SD2	302	-0.103522877147351
5	tBodyGyroJerk-mean()-Y	Time3	NA	Accelerometer3	fJerk2	NA	SD3	302	-0.0490624519374172
5	tBodyGyroJerk-mean()-Z	Time4	NA	Accelerometer4	fJerk2	NA	SD4	302	-0.0506258160122517
5	tBodyGyroJerk-std()-X	Time2	NA	Accelerometer2	fJerk2	NA	SD2	302	-0.662581310334437
5	tBodyGyroJerk-std()-Y	Time3	NA	Accelerometer3	fJerk2	NA	SD3	302	-0.774114270364238
5	tBodyGyroJerk-std()-Z	Time4	NA	Accelerometer4	fJerk2	NA	SD4	302	-0.564680771249007
5	tBodyGyroJerkMag-mean()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	302	-0.707383517582782
5	tBodyGyroJerkMag-std()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	302	-0.734187493344371
5	tBodyGyroMag-mean()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	302	-0.602770284825828
5	tBodyGyroMag-std()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	302	-0.664078383532781
5	tGravityAcc-mean()-X	Time2	Gravity	Accelerometer2	fJerk1	NA	SD2	302	0.698153719072848
5	tGravityAcc-mean()-Y	Time3	Gravity	Accelerometer3	fJerk1	NA	SD3	302	0.112313109736755
5	tGravityAcc-mean()-Z	Time4	Gravity	Accelerometer4	fJerk1	NA	SD4	302	0.0921607197449904
5	tGravityAcc-std()-X	Time2	Gravity	Accelerometer2	fJerk1	NA	SD2	302	-0.964629108807947
5	tGravityAcc-std()-Y	Time3	Gravity	Accelerometer3	fJerk1	NA	SD3	302	-0.939973777950331
5	tGravityAcc-std()-Z	Time4	Gravity	Accelerometer4	fJerk1	NA	SD4	302	-0.94207867884106
5	tGravityAccMag-mean()	Time1	Gravity	Accelerometer1	fJerk1	Magnitude	SD1	302	-0.460866415568709
5	tGravityAccMag-std()	Time1	Gravity	Accelerometer1	fJerk1	Magnitude	SD1	302	-0.52162345171192
6	NA	Time1	NA	Accelerometer1	fJerk1	NA	SD1	160875	-0.468151535188138
6	fBodyAcc-mean()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	325	-0.506174926221538
6	fBodyAcc-mean()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	325	-0.392041410138769
6	fBodyAcc-mean()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	325	-0.683725945015385
6	fBodyAcc-std()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	325	-0.506680276530492
6	fBodyAcc-std()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	325	-0.396677793847908
6	fBodyAcc-std()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	325	-0.694365207233846
6	fBodyAccJerk-mean()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	325	-0.549394273848923
6	fBodyAccJerk-mean()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	325	-0.503558973703692
6	fBodyAccJerk-mean()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	325	-0.720867157741538
6	fBodyAccJerk-std()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	325	-0.555346159400332
6	fBodyAccJerk-std()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	325	-0.437837459287385
6	fBodyAccJerk-std()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	325	-0.755751144098462
6	fBodyAccMag-mean()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	325	-0.473974924380431
6	fBodyAccMag-std()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	325	-0.570910289993846
6	fBodyBodyAccJerkMag-mean()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	325	-0.494882316238462
6	fBodyBodyAccJerkMag-std()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	325	-0.516711262173969
6	fBodyBodyGyroJerkMag-mean()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	325	-0.651886909221538
6	fBodyBodyGyroJerkMag-std()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	325	-0.660175875210246
6	fBodyBodyGyroMag-mean()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	325	-0.579130051151385
6	fBodyBodyGyroMag-std()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	325	-0.657368673849846
6	fBodyGyro-mean()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	325	-0.537201442069846
6	fBodyGyro-mean()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	325	-0.621188724858462
6	fBodyGyro-mean()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	325	-0.507604207506462
6	fBodyGyro-std()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	325	-0.692862440004
6	fBodyGyro-std()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	325	-0.633236229753846
6	fBodyGyro-std()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	325	-0.67302031484
6	tBodyAcc-mean()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	325	0.272376614181538
6	tBodyAcc-mean()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	325	-0.0175697042641846
6	tBodyAcc-mean()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	325	-0.11599454136
6	tBodyAcc-std()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	325	-0.505086085072062
6	tBodyAcc-std()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	325	-0.368403670137262
6	tBodyAcc-std()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	325	-0.672512004586708
6	tBodyAccJerk-mean()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	325	0.0813833604034769
6	tBodyAccJerk-mean()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	325	0.000479281129661539
6	tBodyAccJerk-mean()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	325	-0.00225896302076923
6	tBodyAccJerk-std()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	325	-0.531468310262154
6	tBodyAccJerk-std()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	325	-0.454437496885815
6	tBodyAccJerk-std()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	325	-0.738955207627692
6	tBodyAccJerkMag-mean()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	325	-0.551413652396923
6	tBodyAccJerkMag-std()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	325	-0.502935062310769
6	tBodyAccMag-mean()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	325	-0.464770006998123
6	tBodyAccMag-std()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	325	-0.483790606354154
6	tBodyGyro-mean()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	325	-0.0433611785374462
6	tBodyGyro-mean()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	325	-0.0706129097498462
6	tBodyGyro-mean()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	325	0.0973130293888923
6	tBodyGyro-std()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	325	-0.653800660041538
6	tBodyGyro-std()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	325	-0.626252072652308
6	tBodyGyro-std()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	325	-0.599910232855692
6	tBodyGyroJerk-mean()-X	Time2	NA	Accelerometer2	fJerk2	NA	SD2	325	-0.0829159966093231
6	tBodyGyroJerk-mean()-Y	Time3	NA	Accelerometer3	fJerk2	NA	SD3	325	-0.0454921005615385
6	tBodyGyroJerk-mean()-Z	Time4	NA	Accelerometer4	fJerk2	NA	SD4	325	-0.0533610323667692
6	tBodyGyroJerk-std()-X	Time2	NA	Accelerometer2	fJerk2	NA	SD2	325	-0.546009968372308
6	tBodyGyroJerk-std()-Y	Time3	NA	Accelerometer3	fJerk2	NA	SD3	325	-0.677635980501538
6	tBodyGyroJerk-std()-Z	Time4	NA	Accelerometer4	fJerk2	NA	SD4	325	-0.526908306306892
6	tBodyGyroJerkMag-mean()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	325	-0.621936158532308
6	tBodyGyroJerkMag-std()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	325	-0.644474485460492
6	tBodyGyroMag-mean()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	325	-0.549494852037046
6	tBodyGyroMag-std()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	325	-0.579837818063692
6	tGravityAcc-mean()-X	Time2	Gravity	Accelerometer2	fJerk1	NA	SD2	325	0.688702063569231
6	tGravityAcc-mean()-Y	Time3	Gravity	Accelerometer3	fJerk1	NA	SD3	325	0.0162055455953846
6	tGravityAcc-mean()-Z	Time4	Gravity	Accelerometer4	fJerk1	NA	SD4	325	0.0475199990906462
6	tGravityAcc-std()-X	Time2	Gravity	Accelerometer2	fJerk1	NA	SD2	325	-0.958898709015385
6	tGravityAcc-std()-Y	Time3	Gravity	Accelerometer3	fJerk1	NA	SD3	325	-0.9509348864
6	tGravityAcc-std()-Z	Time4	Gravity	Accelerometer4	fJerk1	NA	SD4	325	-0.937910223507692
6	tGravityAccMag-mean()	Time1	Gravity	Accelerometer1	fJerk1	Magnitude	SD1	325	-0.464770006998123
6	tGravityAccMag-std()	Time1	Gravity	Accelerometer1	fJerk1	Magnitude	SD1	325	-0.483790606354154
7	NA	Time1	NA	Accelerometer1	fJerk1	NA	SD1	152460	-0.490600229078559
7	fBodyAcc-mean()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	308	-0.593011288564935
7	fBodyAcc-mean()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	308	-0.563547785174026
7	fBodyAcc-mean()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	308	-0.531005941495552
7	fBodyAcc-std()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	308	-0.572347541484091
7	fBodyAcc-std()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	308	-0.567046977262987
7	fBodyAcc-std()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	308	-0.460792123277305
7	fBodyAccJerk-mean()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	308	-0.637521940243831
7	fBodyAccJerk-mean()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	308	-0.641687333850227
7	fBodyAccJerk-mean()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	308	-0.642515716574286
7	fBodyAccJerk-std()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	308	-0.626785744584416
7	fBodyAccJerk-std()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	308	-0.62853163071948
7	fBodyAccJerk-std()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	308	-0.684856438953896
7	fBodyAccMag-mean()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	308	-0.518323878824675
7	fBodyAccMag-std()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	308	-0.583819796092208
7	fBodyBodyAccJerkMag-mean()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	308	-0.553360009658182
7	fBodyBodyAccJerkMag-std()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	308	-0.550683254908441
7	fBodyBodyGyroJerkMag-mean()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	308	-0.668879188156396
7	fBodyBodyGyroJerkMag-std()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	308	-0.668963362464935
7	fBodyBodyGyroMag-mean()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	308	-0.628877272791136
7	fBodyBodyGyroMag-std()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	308	-0.650923648207792
7	fBodyGyro-mean()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	308	-0.643767578493507
7	fBodyGyro-mean()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	308	-0.630419275006169
7	fBodyGyro-mean()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	308	-0.655083354905844
7	fBodyGyro-std()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	308	-0.703883646896104
7	fBodyGyro-std()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	308	-0.671161922837662
7	fBodyGyro-std()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	308	-0.698949518905844
7	tBodyAcc-mean()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	308	0.270211697814935
7	tBodyAcc-mean()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	308	-0.0187904887668182
7	tBodyAcc-mean()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	308	-0.112492375388312
7	tBodyAcc-std()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	308	-0.577518324748052
7	tBodyAcc-std()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	308	-0.546403365345779
7	tBodyAcc-std()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	308	-0.456473642256981
7	tBodyAccJerk-mean()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	308	0.0831829573168831
7	tBodyAccJerk-mean()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	308	0.00760909767418831
7	tBodyAccJerk-mean()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	308	-0.00791725696048701
7	tBodyAccJerk-std()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	308	-0.615131377408279
7	tBodyAccJerk-std()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	308	-0.622997416262013
7	tBodyAccJerk-std()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	308	-0.664336860544416
7	tBodyAccJerkMag-mean()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	308	-0.622815767680292
7	tBodyAccJerkMag-std()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	308	-0.550560230585714
7	tBodyAccMag-mean()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	308	-0.511312036747403
7	tBodyAccMag-std()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	308	-0.510669879158539
7	tBodyGyro-mean()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	308	-0.0518716929407792
7	tBodyGyro-mean()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	308	-0.0646077113078896
7	tBodyGyro-mean()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	308	0.0977671721406169
7	tBodyGyro-std()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	308	-0.687155474097403
7	tBodyGyro-std()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	308	-0.652408657909091
7	tBodyGyro-std()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	308	-0.663340760331169
7	tBodyGyroJerk-mean()-X	Time2	NA	Accelerometer2	fJerk2	NA	SD2	308	-0.0942037376182662
7	tBodyGyroJerk-mean()-Y	Time3	NA	Accelerometer3	fJerk2	NA	SD3	308	-0.0414401406082792
7	tBodyGyroJerk-mean()-Z	Time4	NA	Accelerometer4	fJerk2	NA	SD4	308	-0.0610307928148701
7	tBodyGyroJerk-std()-X	Time2	NA	Accelerometer2	fJerk2	NA	SD2	308	-0.701731200484416
7	tBodyGyroJerk-std()-Y	Time3	NA	Accelerometer3	fJerk2	NA	SD3	308	-0.674920114957468
7	tBodyGyroJerk-std()-Z	Time4	NA	Accelerometer4	fJerk2	NA	SD4	308	-0.750808705594156
7	tBodyGyroJerkMag-mean()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	308	-0.713191348337662
7	tBodyGyroJerkMag-std()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	308	-0.658017844948377
7	tBodyGyroMag-mean()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	308	-0.581899897967532
7	tBodyGyroMag-std()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	308	-0.598670795839286
7	tGravityAcc-mean()-X	Time2	Gravity	Accelerometer2	fJerk1	NA	SD2	308	0.681289120844156
7	tGravityAcc-mean()-Y	Time3	Gravity	Accelerometer3	fJerk1	NA	SD3	308	-0.0420221452496753
7	tGravityAcc-mean()-Z	Time4	Gravity	Accelerometer4	fJerk1	NA	SD4	308	0.0342160711928604
7	tGravityAcc-std()-X	Time2	Gravity	Accelerometer2	fJerk1	NA	SD2	308	-0.956538178587662
7	tGravityAcc-std()-Y	Time3	Gravity	Accelerometer3	fJerk1	NA	SD3	308	-0.955312554090909
7	tGravityAcc-std()-Z	Time4	Gravity	Accelerometer4	fJerk1	NA	SD4	308	-0.923304724090909
7	tGravityAccMag-mean()	Time1	Gravity	Accelerometer1	fJerk1	Magnitude	SD1	308	-0.511312036747403
7	tGravityAccMag-std()	Time1	Gravity	Accelerometer1	fJerk1	Magnitude	SD1	308	-0.510669879158539
8	NA	Time1	NA	Accelerometer1	fJerk1	NA	SD1	139095	-0.470604561660376
8	fBodyAcc-mean()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	281	-0.581831414648399
8	fBodyAcc-mean()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	281	-0.374944236206406
8	fBodyAcc-mean()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	281	-0.550979388719929
8	fBodyAcc-std()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	281	-0.585343460535587
8	fBodyAcc-std()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	281	-0.378656458967972
8	fBodyAcc-std()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	281	-0.513206312959075
8	fBodyAccJerk-mean()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	281	-0.59163500910605
8	fBodyAccJerk-mean()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	281	-0.495906215569395
8	fBodyAccJerk-mean()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	281	-0.644285802406762
8	fBodyAccJerk-std()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	281	-0.598546245236655
8	fBodyAccJerk-std()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	281	-0.45636839585694
8	fBodyAccJerk-std()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	281	-0.691480916950178
8	fBodyAccMag-mean()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	281	-0.512106792856939
8	fBodyAccMag-std()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	281	-0.651638076286121
8	fBodyBodyAccJerkMag-mean()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	281	-0.529244911130605
8	fBodyBodyAccJerkMag-std()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	281	-0.618027414911032
8	fBodyBodyGyroJerkMag-mean()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	281	-0.70215621546726
8	fBodyBodyGyroJerkMag-std()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	281	-0.755717299964413
